pokemonNumber,pokemonName,imageUrl,classification,alternateFormName,originalPokemonId,legendaryType,pokemonHeight,pokemonWeight,primaryType,secondaryType,primaryAbility,primaryAbilityDescription,secondaryAbility,secondaryAbilityDescription,hiddenAbility,hiddenAbilityDescription,specialEventAbility,specialEventAbilityDescription,maleRatio,femaleRatio,baseHappiness,gameOfOrigin,regionOfOrigin,healthStat,attackStat,defenseStat,specialAttackStat,specialDefenseStat,speedStat,baseStatTotal,healthEV,attackEV,defenseEV,specialAttackEV,specialDefenseEV,speedEV,evYieldTotal,catchRate,experienceGrowth,experienceGrowthTotal,experienceYield,primaryEggGroup,secondaryEggGroup,eggCycleCount,preEvolutionPokemonId,evolutionDetails
190,Aipom,https://assets.pokemon.com/assets/cms2/img/pokedex/full/190.png,Long Tail Pokemon,,,,0.8,11.5,Normal,,Run Away,Enables a sure getaway from wild Pokémon.,Pickup,"The Pokémon may pick up the item an opposing Pokémon used during a battle. It may pick up items outside of battle, too.",Skill Link,Maximizes the number of times multistrike moves hit.,,,50,50,70,Gold / Silver / Crystal,Johto,55,70,55,40,55,85,360,0,0,0,0,0,1,1,45,Fast,800000,72,Field,,20,,
191,Sunkern,https://assets.pokemon.com/assets/cms2/img/pokedex/full/191.png,Seed Pokemon,,,,0.3,1.8,Grass,,Chlorophyll,Boosts the Pokémon's Speed stat in harsh sunlight. ,Solar Power,"Boosts the Sp. Atk stat in harsh sunlight, but HP decreases every turn.",Early Bird,The Pokémon awakens from sleep twice as fast as other Pokémon.,,,50,50,70,Gold / Silver / Crystal,Johto,30,30,30,30,30,30,180,0,0,0,1,0,0,1,235,Medium Slow,1059860,36,Grass,,20,,
192,Sunflora,https://assets.pokemon.com/assets/cms2/img/pokedex/full/192.png,Sun Pokemon,,,,0.8,8.5,Grass,,Chlorophyll,Boosts the Pokémon's Speed stat in harsh sunlight. ,Solar Power,"Boosts the Sp. Atk stat in harsh sunlight, but HP decreases every turn.",Early Bird,The Pokémon awakens from sleep twice as fast as other Pokémon.,,,50,50,70,Gold / Silver / Crystal,Johto,75,75,55,105,85,30,425,0,0,0,2,0,0,2,120,Medium Slow,1059860,149,Grass,,20,291,Sun Stone
193,Yanma,https://assets.pokemon.com/assets/cms2/img/pokedex/full/193.png,Clear Wing Pokemon,,,,1.2,38,Bug,Flying,Speed Boost,Its Speed stat is boosted every turn.,Compound Eyes,The Pokémon's compound eyes boost its accuracy.,Frisk,"When it enters a battle, the Pokémon can check an opposing Pokémon's held item.",,,50,50,70,Gold / Silver / Crystal,Johto,65,65,45,75,45,95,390,0,0,0,0,0,1,1,75,Medium Fast,1000000,78,Bug,,20,,
194,Wooper,https://assets.pokemon.com/assets/cms2/img/pokedex/full/194.png,Water Fish Pokemon,,,,0.4,8.5,Water,Ground,Damp,"Prevents the use of explosive moves, such as Self-Destruct, by dampening its surroundings.",Water Absorb,Restores HP if hit by a Water-type move instead of taking damage.,Unaware,"When attacking, the Pokémon ignores the target Pokémon's stat changes.",,,50,50,70,Gold / Silver / Crystal,Johto,55,45,45,25,25,15,210,1,0,0,0,0,0,1,255,Medium Fast,1000000,42,Water 1,Field,20,,
195,Quagsire,https://assets.pokemon.com/assets/cms2/img/pokedex/full/195.png,Water Fish Pokemon,,,,1.4,75,Water,Ground,Damp,"Prevents the use of explosive moves, such as Self-Destruct, by dampening its surroundings.",Water Absorb,Restores HP if hit by a Water-type move instead of taking damage.,Unaware,"When attacking, the Pokémon ignores the target Pokémon's stat changes.",,,50,50,70,Gold / Silver / Crystal,Johto,95,85,85,65,65,35,430,2,0,0,0,0,0,2,90,Medium Fast,1000000,151,Water 1,Field,20,294,Level 20
196,Espeon,https://assets.pokemon.com/assets/cms2/img/pokedex/full/196.png,Sun Pokemon,,,,0.9,26.5,Psychic,,Synchronize,"The attacker will receive the same status condition if it inflicts a burn, poison, or paralysis to the Pokémon.",,,Magic Bounce,Reflects status moves instead of getting hit by them.,,,87.5,12.5,70,Gold / Silver / Crystal,Johto,65,65,60,130,95,110,525,0,0,0,2,0,0,2,45,Medium Fast,1000000,184,Field,,35,228,During The Day
197,Umbreon,https://assets.pokemon.com/assets/cms2/img/pokedex/full/197.png,Moonlight Pokemon,,,,1,27,Dark,,Synchronize,"The attacker will receive the same status condition if it inflicts a burn, poison, or paralysis to the Pokémon.",,,Inner Focus,"The Pokémon's intensely focused, and that protects the Pokémon from flinching.",,,87.5,12.5,35,Gold / Silver / Crystal,Johto,95,65,110,60,130,65,525,0,0,0,0,2,0,2,45,Medium Fast,1000000,184,Field,,35,228,During The Night
198,Murkrow,https://assets.pokemon.com/assets/cms2/img/pokedex/full/198.png,Darkness Pokemon,,,,0.5,2.1,Dark,Flying,Insomnia,The Pokémon is suffering from insomnia and cannot fall asleep.,Super Luck,The Pokémon is so lucky that the critical-hit ratios of its moves are boosted.,Prankster,Gives priority to a status move.,,,50,50,35,Gold / Silver / Crystal,Johto,60,85,42,85,42,91,405,0,0,0,0,0,1,1,30,Medium Slow,1059860,81,Flying,,20,,
199,Slowking,https://assets.pokemon.com/assets/cms2/img/pokedex/full/199.png,Royal Pokemon,,,,2,79.5,Water,Psychic,Oblivious,"The Pokémon is oblivious, and that keeps it from being infatuated or falling for taunts.",Own Tempo,"This Pokémon has its own tempo, and that prevents it from becoming confused.",Regenerator,Restores a little HP when withdrawn from battle.,,,50,50,70,Gold / Silver / Crystal,Johto,95,75,80,100,110,30,490,0,0,0,0,3,0,3,70,Medium Fast,1000000,172,Monster,Water 1,20,1319,King's Rock
200,Misdreavus,https://assets.pokemon.com/assets/cms2/img/pokedex/full/200.png,Screech Pokemon,,,,0.7,1,Ghost,,Levitate,"By floating in the air, the Pokémon receives full immunity to all Ground-type moves.",,,,,,,50,50,35,Gold / Silver / Crystal,Johto,60,60,60,85,85,85,435,0,0,0,0,1,0,1,45,Fast,800000,87,Amorphous,,25,,
201,Unown,https://assets.pokemon.com/assets/cms2/img/pokedex/full/201.png,Symbol Pokemon,,,,0.5,5,Psychic,,Levitate,"By floating in the air, the Pokémon receives full immunity to all Ground-type moves.",,,,,,,0,0,70,Gold / Silver / Crystal,Johto,48,72,48,72,48,48,336,0,1,0,1,0,0,2,225,Medium Fast,1000000,118,Undiscovered,,40,,
202,Wobbuffet,https://assets.pokemon.com/assets/cms2/img/pokedex/full/202.png,Patient Pokemon,,,,1.3,28.5,Psychic,,Shadow Tag,This Pokémon steps on the opposing Pokémon's shadow to prevent it from escaping.,,,Telepathy,Anticipates an ally's attack and dodges it.,,,50,50,70,Gold / Silver / Crystal,Johto,190,33,58,33,58,33,405,2,0,0,0,0,0,2,45,Medium Fast,1000000,142,Amorphous,,20,488,Level 15
203,Girafarig,https://assets.pokemon.com/assets/cms2/img/pokedex/full/203.png,Long Neck Pokemon,,,,1.5,41.5,Normal,Psychic,Inner Focus,"The Pokémon's intensely focused, and that protects the Pokémon from flinching.",Early Bird,The Pokémon awakens from sleep twice as fast as other Pokémon.,Sap Sipper,Boosts the Attack stat if hit by a Grass-type move instead of taking damage.,,,50,50,70,Gold / Silver / Crystal,Johto,70,80,65,90,65,85,455,0,0,0,2,0,0,2,60,Medium Fast,1000000,159,Field,,20,,
204,Pineco,https://assets.pokemon.com/assets/cms2/img/pokedex/full/204.png,Bagworm Pokemon,,,,0.6,7.2,Bug,,Sturdy,"It cannot be knocked out with one hit. One-hit KO moves cannot knock it out, either.",,,Overcoat,"Protects the Pokémon from things like sand, hail, and powder.",,,50,50,70,Gold / Silver / Crystal,Johto,50,65,90,35,35,15,290,0,0,1,0,0,0,1,190,Medium Fast,1000000,58,Bug,,20,,
205,Forretress,https://assets.pokemon.com/assets/cms2/img/pokedex/full/205.png,Bagworm Pokemon,,,,1.2,125.8,Bug,Steel,Sturdy,"It cannot be knocked out with one hit. One-hit KO moves cannot knock it out, either.",,,Overcoat,"Protects the Pokémon from things like sand, hail, and powder.",,,50,50,70,Gold / Silver / Crystal,Johto,75,90,140,60,60,40,465,0,0,2,0,0,0,2,75,Medium Fast,1000000,163,Bug,,20,328,Level 31
206,Dunsparce,https://assets.pokemon.com/assets/cms2/img/pokedex/full/206.png,Land Snake Pokemon,,,,1.5,14,Normal,,Serene Grace,Boosts the likelihood of additional effects occurring when attacking.,Run Away,Enables a sure getaway from wild Pokémon.,Rattled,"Dark-, Ghost-, and Bug-type moves scare the Pokémon and boost its Speed stat.",,,50,50,70,Gold / Silver / Crystal,Johto,100,70,70,65,65,45,415,1,0,0,0,0,0,1,190,Medium Fast,1000000,145,Field,,20,,
207,Gligar,https://assets.pokemon.com/assets/cms2/img/pokedex/full/207.png,Fly Scorpion Pokemon,,,,1.1,64.8,Ground,Flying,Hyper Cutter,The Pokémon's proud of its powerful pincers. They prevent other Pokémon from lowering its Attack stat.,Sand Veil,Boosts the Pokémon's evasiveness in a sandstorm.,Immunity,The immune system of the Pokémon prevents it from getting poisoned.,,,50,50,70,Gold / Silver / Crystal,Johto,65,75,105,35,65,85,430,0,0,1,0,0,0,1,60,Medium Slow,1059860,86,Bug,,20,,
208,Steelix,https://assets.pokemon.com/assets/cms2/img/pokedex/full/208.png,Iron Snake Pokemon,,,,9.2,400,Steel,Ground,Rock Head,Protects the Pokémon from recoil damage.,Sturdy,"It cannot be knocked out with one hit. One-hit KO moves cannot knock it out, either.",Sheer Force,Removes additional effects to increase the power of moves when attacking.,,,50,50,70,Gold / Silver / Crystal,Johto,75,85,200,55,65,30,510,0,0,2,0,0,0,2,25,Medium Fast,1000000,179,Mineral,,25,1354,Metal Coat
208,Steelix,https://assets.pokemon.com/assets/cms2/img/pokedex/full/208_f2.png,Iron Snake Pokemon,Mega,332,,10.5,740,Steel,Ground,Sand Force,"Boosts the power of Rock-, Ground-, and Steel-type moves in a sandstorm.",,,,,,,50,50,70,Omega Ruby / Alpha Sapphire,Kalos,75,125,230,55,95,30,610,0,0,2,0,0,0,2,25,Medium Fast,1000000,214,Mineral,,25,,
209,Snubbull,https://assets.pokemon.com/assets/cms2/img/pokedex/full/209.png,Fairy Pokemon,,,,0.6,7.8,Fairy,,Intimidate,"The Pokémon intimidates opposing Pokémon upon entering battle, lowering their Attack stat.",Run Away,Enables a sure getaway from wild Pokémon.,Rattled,"Dark-, Ghost-, and Bug-type moves scare the Pokémon and boost its Speed stat.",,,25,75,70,Gold / Silver / Crystal,Johto,60,80,50,40,40,30,300,0,1,0,0,0,0,1,190,Fast,800000,60,Field,Fairy,20,,
210,Granbull,https://assets.pokemon.com/assets/cms2/img/pokedex/full/210.png,Fairy Pokemon,,,,1.4,48.7,Fairy,,Intimidate,"The Pokémon intimidates opposing Pokémon upon entering battle, lowering their Attack stat.",Quick Feet,Boosts the Speed stat if the Pokémon has a status condition.,Rattled,"Dark-, Ghost-, and Bug-type moves scare the Pokémon and boost its Speed stat.",,,25,75,70,Gold / Silver / Crystal,Johto,90,120,75,60,60,45,450,0,2,0,0,0,0,2,75,Fast,800000,158,Field,Fairy,20,333,Level 23
211,Qwilfish,https://assets.pokemon.com/assets/cms2/img/pokedex/full/211.png,Balloon Pokemon,,,,0.5,3.9,Water,Poison,Poison Point,Contact with the Pokémon may poison the attacker.,Swift Swim,Boosts the Pokémon's Speed stat in rain.,Intimidate,"The Pokémon intimidates opposing Pokémon upon entering battle, lowering their Attack stat.",,,50,50,70,Gold / Silver / Crystal,Johto,65,95,85,55,55,85,440,0,1,0,0,0,0,1,45,Medium Fast,1000000,88,Water 2,,20,,
212,Scizor,https://assets.pokemon.com/assets/cms2/img/pokedex/full/212.png,Pincer Pokemon,,,,1.8,118,Bug,Steel,Swarm,Powers up Bug-type moves when the Pokémon's HP is low.,Technician,Powers up the Pokémon's weaker moves.,Light Metal,Halves the Pokémon's weight.,,,50,50,70,Gold / Silver / Crystal,Johto,70,130,100,55,80,65,500,0,2,0,0,0,0,2,25,Medium Fast,1000000,175,Bug,,25,219,Metal Coat
212,Scizor,https://assets.pokemon.com/assets/cms2/img/pokedex/full/212_f2.png,Pincer Pokemon,Mega,336,,2,125,Bug,Steel,Technician,Powers up the Pokémon's weaker moves.,,,,,,,50,50,70,X / Y,Kalos,70,150,140,65,100,75,600,0,2,0,0,0,0,2,25,Medium Fast,1000000,210,Bug,,25,,
213,Shuckle,https://assets.pokemon.com/assets/cms2/img/pokedex/full/213.png,Mold Pokemon,,,,0.6,20.5,Bug,Rock,Sturdy,"It cannot be knocked out with one hit. One-hit KO moves cannot knock it out, either.",Gluttony,"Makes the Pokémon eat a held Berry when its HP drops to half or less, which is sooner than usual.",Contrary,Makes stat changes have an opposite effect.,,,50,50,70,Gold / Silver / Crystal,Johto,20,10,230,10,230,5,505,0,0,1,0,1,0,2,190,Medium Slow,1059860,177,Bug,,20,,
214,Heracross,https://assets.pokemon.com/assets/cms2/img/pokedex/full/214.png,Single Horn Pokemon,,,,1.5,54,Bug,Fighting,Swarm,Powers up Bug-type moves when the Pokémon's HP is low.,Guts,It's so gutsy that having a status condition boosts the Pokémon's Attack stat.,Moxie,"The Pokémon shows moxie, and that boosts the Attack stat after knocking out any Pokémon.",,,50,50,70,Gold / Silver / Crystal,Johto,80,125,75,40,95,85,500,0,2,0,0,0,0,2,45,Slow,1250000,175,Bug,,25,,
214,Heracross,https://assets.pokemon.com/assets/cms2/img/pokedex/full/214_f2.png,Abundance Pokemon,Mega,338,,1.7,62.5,Bug,Fighting,Skill Link,Maximizes the number of times multistrike moves hit.,,,,,,,50,50,70,X / Y,Kalos,80,185,115,40,105,75,600,0,2,0,0,0,0,2,45,Slow,1250000,210,Bug,,25,,
215,Sneasel,https://assets.pokemon.com/assets/cms2/img/pokedex/full/215.png,Sharp Claw Pokemon,,,,0.9,28,Dark,Ice,Inner Focus,"The Pokémon's intensely focused, and that protects the Pokémon from flinching.",Keen Eye,Keen eyes prevent other Pokémon from lowering this Pokémon's accuracy.,Pickpocket,Steals an item from an attacker that made direct contact.,,,50,50,35,Gold / Silver / Crystal,Johto,55,95,55,35,75,115,430,0,0,0,0,0,1,1,60,Medium Slow,1059860,86,Field,,20,,
216,Teddiursa,https://assets.pokemon.com/assets/cms2/img/pokedex/full/216.png,Little Bear Pokemon,,,,0.6,8.8,Normal,,Pickup,"The Pokémon may pick up the item an opposing Pokémon used during a battle. It may pick up items outside of battle, too.",Quick Feet,Boosts the Speed stat if the Pokémon has a status condition.,Honey Gather,The Pokémon may gather Honey after a battle.,,,50,50,70,Gold / Silver / Crystal,Johto,60,80,50,50,50,40,330,0,1,0,0,0,0,1,120,Medium Fast,1000000,66,Field,,20,,
217,Ursaring,https://assets.pokemon.com/assets/cms2/img/pokedex/full/217.png,Hibernator Pokemon,,,,1.8,125.8,Normal,,Guts,It's so gutsy that having a status condition boosts the Pokémon's Attack stat.,Quick Feet,Boosts the Speed stat if the Pokémon has a status condition.,Unnerve,Unnerves opposing Pokémon and makes them unable to eat Berries.,,,50,50,70,Gold / Silver / Crystal,Johto,90,130,75,75,75,55,500,0,2,0,0,0,0,2,60,Medium Fast,1000000,175,Field,,20,340,Level 30
218,Slugma,https://assets.pokemon.com/assets/cms2/img/pokedex/full/218.png,Lava Pokemon,,,,0.7,35,Fire,,Magma Armor,"The Pokémon is covered with hot magma, which prevents the Pokémon from becoming frozen.",Flame Body,Contact with the Pokémon may burn the attacker.,Weak Armor,Physical attacks to the Pokémon lower its Defense stat but sharply raise its Speed stat.,,,50,50,70,Gold / Silver / Crystal,Johto,40,40,40,70,40,20,250,0,0,0,1,0,0,1,190,Medium Fast,1000000,50,Amorphous,,20,,
219,Magcargo,https://assets.pokemon.com/assets/cms2/img/pokedex/full/219.png,Lava Pokemon,,,,0.8,55,Fire,Rock,Magma Armor,"The Pokémon is covered with hot magma, which prevents the Pokémon from becoming frozen.",Flame Body,Contact with the Pokémon may burn the attacker.,Weak Armor,Physical attacks to the Pokémon lower its Defense stat but sharply raise its Speed stat.,,,50,50,70,Gold / Silver / Crystal,Johto,60,50,120,90,80,30,430,0,0,2,0,0,0,2,75,Medium Fast,1000000,151,Amorphous,,20,342,Level 38
220,Swinub,https://assets.pokemon.com/assets/cms2/img/pokedex/full/220.png,Pig Pokemon,,,,0.4,6.5,Ice,Ground,Oblivious,"The Pokémon is oblivious, and that keeps it from being infatuated or falling for taunts.",Snow Cloak,Boosts evasiveness in a hailstorm.,Thick Fat,"The Pokémon is protected by a layer of thick fat, which halves the damage taken from Fire- and Ice-type moves. ",,,50,50,70,Gold / Silver / Crystal,Johto,50,50,40,30,30,50,250,0,1,0,0,0,0,1,225,Slow,1250000,50,Field,,20,,
221,Piloswine,https://assets.pokemon.com/assets/cms2/img/pokedex/full/221.png,Swine Pokemon,,,,1.1,55.8,Ice,Ground,Oblivious,"The Pokémon is oblivious, and that keeps it from being infatuated or falling for taunts.",Snow Cloak,Boosts evasiveness in a hailstorm.,Thick Fat,"The Pokémon is protected by a layer of thick fat, which halves the damage taken from Fire- and Ice-type moves. ",,,50,50,70,Gold / Silver / Crystal,Johto,100,100,80,60,60,50,450,1,1,0,0,0,0,2,75,Slow,1250000,158,Field,,20,344,Level 33
222,Corsola,https://assets.pokemon.com/assets/cms2/img/pokedex/full/222.png,Coral Pokemon,,,,0.6,5,Water,Rock,Hustle,"Boosts the Attack stat, but lowers accuracy.",Natural Cure,All status conditions heal when the Pokémon switches out.,Regenerator,Restores a little HP when withdrawn from battle.,,,25,75,70,Gold / Silver / Crystal,Johto,65,55,95,65,95,35,410,0,0,1,0,1,0,2,60,Fast,800000,144,Water 1,Water 3,20,,
222,Corsola,https://assets.pokemon.com/assets/cms2/img/pokedex/full/222_f2.png,Coral Pokemon,Galar,346,,0.6,0.5,Ghost,,Weak Armor,Physical attacks to the Pokémon lower its Defense stat but sharply raise its Speed stat.,,,Cursed Body,May disable a move used on the Pokémon.,,,25,75,70,Sword / Shield,Galar,60,55,100,65,100,30,410,0,0,1,0,1,0,2,60,Fast,800000,144,Water 1,Water 3,20,,
223,Remoraid,https://assets.pokemon.com/assets/cms2/img/pokedex/full/223.png,Jet Pokemon,,,,0.6,12,Water,,Hustle,"Boosts the Attack stat, but lowers accuracy.",Sniper,Powers up moves if they become critical hits when attacking.,Moody,Raises one stat sharply and lowers another every turn.,,,50,50,70,Gold / Silver / Crystal,Johto,35,65,35,65,35,65,300,0,0,0,1,0,0,1,190,Medium Fast,1000000,60,Water 1,Water 2,20,,
224,Octillery,https://assets.pokemon.com/assets/cms2/img/pokedex/full/224.png,Jet Pokemon,,,,0.9,28.5,Water,,Suction Cups,This Pokémon uses suction cups to stay in one spot to negate all moves and items that force switching out.,Sniper,Powers up moves if they become critical hits when attacking.,Moody,Raises one stat sharply and lowers another every turn.,,,50,50,70,Gold / Silver / Crystal,Johto,75,105,75,105,75,45,480,0,1,0,1,0,0,2,75,Medium Fast,1000000,168,Water 1,Water 2,20,347,Level 25
225,Delibird,https://assets.pokemon.com/assets/cms2/img/pokedex/full/225.png,Delivery Pokemon,,,,0.9,16,Ice,Flying,Vital Spirit,"The Pokémon is full of vitality, and that prevents it from falling asleep.",,,Insomnia,The Pokémon is suffering from insomnia and cannot fall asleep.,,,50,50,70,Gold / Silver / Crystal,Johto,45,55,45,65,45,75,330,0,0,0,0,0,1,1,45,Fast,800000,116,Water 1,Field,20,,
226,Mantine,https://assets.pokemon.com/assets/cms2/img/pokedex/full/226.png,Kite Pokemon,,,,2.1,220,Water,Flying,Swift Swim,Boosts the Pokémon's Speed stat in rain.,Water Absorb,Restores HP if hit by a Water-type move instead of taking damage.,Water Veil,"The Pokémon is covered with a water veil, which prevents the Pokémon from getting a burn.",,,50,50,70,Gold / Silver / Crystal,Johto,85,40,70,80,140,70,485,0,0,0,0,2,0,2,25,Slow,1250000,170,Water 1,,25,656,With Remoraid In The Party
227,Skarmory,https://assets.pokemon.com/assets/cms2/img/pokedex/full/227.png,Armor Bird Pokemon,,,,1.7,50.5,Steel,Flying,Keen Eye,Keen eyes prevent other Pokémon from lowering this Pokémon's accuracy.,Sturdy,"It cannot be knocked out with one hit. One-hit KO moves cannot knock it out, either.",Weak Armor,Physical attacks to the Pokémon lower its Defense stat but sharply raise its Speed stat.,,,50,50,70,Gold / Silver / Crystal,Johto,65,80,140,40,70,70,465,0,0,2,0,0,0,2,25,Slow,1250000,163,Flying,,25,,
228,Houndour,https://assets.pokemon.com/assets/cms2/img/pokedex/full/228.png,Dark Pokemon,,,,0.6,10.8,Dark,Fire,Early Bird,The Pokémon awakens from sleep twice as fast as other Pokémon.,Flash Fire,Powers up the Pokémon's Fire-type moves if it's hit by one.,Unnerve,Unnerves opposing Pokémon and makes them unable to eat Berries.,,,50,50,35,Gold / Silver / Crystal,Johto,45,60,30,80,50,65,330,0,0,0,1,0,0,1,120,Slow,1250000,66,Field,,20,,
229,Houndoom,https://assets.pokemon.com/assets/cms2/img/pokedex/full/229.png,Dark Pokemon,,,,1.4,35,Dark,Fire,Early Bird,The Pokémon awakens from sleep twice as fast as other Pokémon.,Flash Fire,Powers up the Pokémon's Fire-type moves if it's hit by one.,Unnerve,Unnerves opposing Pokémon and makes them unable to eat Berries.,,,50,50,35,Gold / Silver / Crystal,Johto,75,90,50,110,80,95,500,0,0,0,2,0,0,2,45,Slow,1250000,175,Field,,20,352,Level 24
